Code,dnds,Gene,Species,Mutualist,Pair,Transition
Calliandra_eriophylla_NODE_26103_length_2059_cov_394.185297_g3871_i1.p1,0.108871,OG0020099,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26125_length_2059_cov_7.512588_g11291_i0.p1,0.209353,OG0020100,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26175_length_2056_cov_86.175996_g11316_i0.p1,0.0725574,OG0020101,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26269_length_2052_cov_270.483578_g4472_i1.p1,0.184528,OG0020102,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26391_length_2047_cov_368.896657_g10742_i1.p1,0.178525,OG0020105,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26880_length_2028_cov_105.789770_g11597_i0.p1,0.109204,OG0020111,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26887_length_2028_cov_56.697187_g11601_i0.p1,1e-4,OG0020112,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_26902_length_2027_cov_135.951894_g6712_i3.p1,0.239695,OG0020114,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27030_length_2023_cov_84.694359_g9223_i1.p1,0.16499,OG0020116,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27065_length_2022_cov_102.313494_g11675_i0.p1,0.124588,OG0020117,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27098_length_2021_cov_156.148357_g2743_i1.p1,0.390398,OG0020118,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27300_length_2013_cov_110.734021_g6003_i2.p1,0.896841,OG0020120,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27352_length_2011_cov_33.272446_g11795_i0.p1,0.325379,OG0020122,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27421_length_2008_cov_145.142636_g11825_i0.p1,0.0860216,OG0020123,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27538_length_2003_cov_251.704663_g9585_i1.p1,0.229525,OG0020127,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27542_length_2003_cov_125.909326_g11877_i0.p1,0.438139,OG0020128,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27620_length_2000_cov_100.810067_g10358_i1.p1,0.0985604,OG0020133,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27669_length_1998_cov_70.223896_g10790_i1.p1,0.401988,OG0020135,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27787_length_1993_cov_111.254167_g11983_i0.p1,0.350105,OG0020139,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27840_length_1991_cov_285.691867_g11011_i1.p1,0.0784248,OG0020140,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_27928_length_1987_cov_117.159875_g12038_i0.p1,0.0722138,OG0020143,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28094_length_1979_cov_107.136411_g12101_i0.p1,0.0612333,OG0020145,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_2851_length_4314_cov_97.525819_g1270_i0.p1,0.131371,OG0020151,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28692_length_1956_cov_115.490706_g8930_i1.p1,0.0564495,OG0020154,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28698_length_1956_cov_41.432820_g12358_i0.p1,0.319076,OG0020155,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28709_length_1956_cov_11.814657_g12360_i0.p1,0.191504,OG0020156,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28724_length_1955_cov_174.369819_g11929_i1.p1,0.187443,OG0020157,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28745_length_1954_cov_127.860181_g9085_i1.p1,0.0943017,OG0020158,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28800_length_1952_cov_64.634380_g12388_i0.p1,0.12636,OG0020159,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28867_length_1949_cov_130.438166_g7972_i2.p1,0.0713883,OG0020161,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28919_length_1947_cov_137.829776_g7223_i1.p1,0.285461,OG0020162,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_28953_length_1946_cov_169.690336_g4691_i1.p1,0.779997,OG0020164,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_29391_length_1930_cov_129.054389_g12636_i0.p1,0.169478,OG0020167,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_29739_length_1918_cov_432.613008_g3938_i4.p1,0.0544498,OG0020170,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30009_length_1909_cov_138.181917_g12885_i0.p1,0.270542,OG0020176,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30041_length_1908_cov_48.988556_g12900_i0.p1,0.215286,OG0020177,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30042_length_1908_cov_32.431608_g12901_i0.p1,0.027185,OG0020178,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30134_length_1905_cov_82.954148_g12941_i0.p1,0.123503,OG0020182,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30196_length_1903_cov_101.285246_g12970_i0.p1,1.16436,OG0020183,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30239_length_1902_cov_44.962821_g12990_i0.p1,0.413684,OG0020184,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30602_length_1889_cov_142.306167_g13136_i0.p1,0.091059,OG0020185,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3068_length_4240_cov_151.886969_g793_i1.p1,0.179551,OG0020188,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30785_length_1882_cov_125.793256_g13216_i0.p1,0.116713,OG0020190,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_30825_length_1881_cov_8.386062_g13229_i0.p1,0.10206,OG0020191,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_31210_length_1867_cov_95.469342_g12218_i1.p1,0.25078,OG0020194,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_31400_length_1861_cov_25.192953_g13453_i0.p1,999,OG0020196,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3141_length_4217_cov_204.100145_g1405_i0.p3,1e-4,OG0020197,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_31441_length_1859_cov_135.197648_g8665_i1.p1,0.231485,OG0020199,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_31904_length_1843_cov_70.633898_g13654_i0.p1,0.292738,OG0020207,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_31965_length_1841_cov_37.873303_g13672_i0.p1,0.096373,OG0020209,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_32622_length_1818_cov_100.059026_g10663_i2.p1,0.491616,OG0020217,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_32668_length_1817_cov_48.460436_g13945_i0.p1,0.0229432,OG0020218,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3282_length_4172_cov_52.104416_g1475_i0.p1,0.316503,OG0020220,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_32911_length_1809_cov_87.394585_g14045_i0.p1,0.035987,OG0020222,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33109_length_1802_cov_309.092539_g10287_i1.p1,0.0903895,OG0020225,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33274_length_1797_cov_61.111369_g14196_i0.p1,0.0415445,OG0020228,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33340_length_1795_cov_102.982578_g14224_i0.p1,0.308311,OG0020229,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33527_length_1789_cov_146.227273_g14300_i0.p1,0.547379,OG0020230,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33638_length_1785_cov_890.117407_g8621_i1.p1,1.30138,OG0020235,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33691_length_1783_cov_455.633918_g14372_i0.p1,0.0818587,OG0020238,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33804_length_1780_cov_104.328061_g4200_i2.p1,0.169999,OG0020240,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_339_length_7080_cov_133.834879_g151_i0.p2,0.155635,OG0020243,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_33931_length_1776_cov_6.847328_g14474_i0.p1,0.116148,OG0020242,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_34364_length_1761_cov_60.803318_g14654_i0.p1,1e-4,OG0020251,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_34578_length_1754_cov_533.583581_g14746_i0.p1,0.23357,OG0020253,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_34914_length_1742_cov_315.165968_g7675_i1.p1,0.146148,OG0020256,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3503_length_4108_cov_27.510781_g1571_i0.p1,0.0705973,OG0020259,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_35058_length_1738_cov_47.206607_g11617_i2.p1,0.38388099999999997,OG0020260,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_35180_length_1734_cov_248.965683_g14887_i1.p1,0.0379637,OG0020261,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_35533_length_1723_cov_102.920606_g15141_i0.p1,0.238012,OG0020265,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_35753_length_1717_cov_56.018856_g15231_i0.p1,0.357967,OG0020269,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_35921_length_1711_cov_124.489621_g15303_i0.p1,0.174405,OG0020271,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_36165_length_1703_cov_45.776074_g14553_i1.p1,0.479171,OG0020273,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3641_length_4067_cov_162.527792_g1622_i0.p2,0.234358,OG0020275,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3643_length_4065_cov_187.607214_g1378_i1.p1,0.0278495,OG0020276,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_36566_length_1690_cov_67.178726_g13227_i1.p1,0.111654,OG0020277,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_36592_length_1689_cov_123.756807_g165_i4.p1,0.348444,OG0020279,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_37031_length_1675_cov_172.354557_g7066_i3.p1,0.0439256,OG0020284,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_37172_length_1671_cov_98.600125_g15810_i0.p1,0.143743,OG0020286,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_37488_length_1663_cov_17.461635_g15937_i0.p1,0.348146,OG0020290,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_3762_length_4030_cov_127.553702_g1664_i0.p1,0.170744,OG0020291,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_37631_length_1658_cov_748.090221_g14478_i1.p1,0.0673543,OG0020292,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_37811_length_1653_cov_36.539241_g16067_i0.p1,0.199628,OG0020294,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_38370_length_1636_cov_9.532310_g16308_i0.p1,0.107935,OG0020300,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_38395_length_1635_cov_66.926376_g16317_i0.p1,0.215319,OG0020302,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_39400_length_1604_cov_76.218158_g16712_i0.p1,0.111888,OG0020310,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_39478_length_1601_cov_253.130236_g16745_i0.p1,1e-4,OG0020314,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_39663_length_1595_cov_172.762155_g16815_i0.p1,0.0478605,OG0020316,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_39870_length_1589_cov_92.826517_g16886_i0.p1,0.138445,OG0020318,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_40262_length_1578_cov_67.552159_g15725_i3.p1,1e-4,OG0020322,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_40336_length_1576_cov_73.940785_g17084_i0.p1,1.3421400000000001,OG0020324,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_40800_length_1562_cov_217.256548_g4052_i1.p1,0.141214,OG0020331,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_40861_length_1560_cov_158.659045_g17300_i0.p1,0.187059,OG0020334,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_40869_length_1560_cov_77.209146_g17303_i0.p1,0.220612,OG0020335,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_41515_length_1540_cov_34.979550_g17585_i0.p1,0.17527,OG0020344,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_41516_length_1540_cov_25.795501_g17586_i0.p1,0.293261,OG0020345,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_41755_length_1533_cov_57.008904_g17668_i0.p1,0.590715,OG0020348,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_4199_length_3913_cov_84.432812_g1882_i0.p1,0.138581,OG0020349,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_42085_length_1523_cov_95.055862_g16692_i1.p1,0.0726806,OG0020350,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_42132_length_1522_cov_38.082816_g17845_i0.p1,0.57306,OG0020351,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_42281_length_1518_cov_13.921107_g17903_i0.p1,0.585525,OG0020353,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_42401_length_1514_cov_149.913255_g17952_i0.p1,0.372178,OG0020355,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_42680_length_1506_cov_120.066992_g6401_i1.p1,0.109202,OG0020358,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_42790_length_1503_cov_5.368531_g18114_i0.p1,1e-4,OG0020360,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_4281_length_3896_cov_30.142558_g1924_i0.p2,0.441386,OG0020361,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla_NODE_43208_length_1490_cov_169.821454_g13245_i1.p1,0.0558889,OG0020367,Calliandra_eriophylla,M,c,loss
